Marca,Modello,Versione,Prezzo,Lunghezza,Larghezza,Altezza,Posti,Bagagliaio,Garanzia,Motorizzazione,Cilindrata cm³,Cilindri,Potenza CV/KW,Potenza termico CV/KW,Potenza omologata CV/KW,Coppia Nm,Velocità max km/h,Consumo medio l/100 km,Consumo medio kWh/100 km,Emissioni,Peso kg,Autonomia km,Capacità batteria kWh
BAW,BAW1,13.7 kWh Fun 2 posti,14.900,316,150,158,2/4,-,3/100.000,elettrica,nd,nd,27 CV/20 KW,nd,18 CV/13 KW,nd,90,nd,0 kWh/100 km,0 G/KM,740,170,13
BAW,BAW1,13.7 kWh Young 4 posti,15.900,316,150,158,2/4,-,3/100.000,elettrica,nd,nd,27 CV/20 KW,nd,18 CV/13 KW,nd,90,nd,0 kWh/100 km,0 G/KM,740,170,13
BAW,BAW1,17.28 kWh City 4 posti,17.300,316,150,158,2/4,-,3/100.000,elettrica,nd,nd,27 CV/20 KW,nd,18 CV/13 KW,nd,90,nd,0 kWh/100 km,0 G/KM,nd,220,17
BYD,Atto 2,45 kWh Active,29.990,431,183,168,5,400/1340,6/150.000,elettrica,nd,nd,177 CV/130 KW,nd,nd,290,160,nd,n.d. kWh/100 km,0 G/KM,1.905,312,45
BYD,Atto 2,45 kWh Boost,31.990,431,183,168,5,400/1340,6/150.000,elettrica,nd,nd,177 CV/130 KW,nd,nd,290,160,nd,n.d. kWh/100 km,0 G/KM,1.905,312,45
BYD,Atto 3,Comfort,38.790,446,188,162,5,440/1338,6/150.000,elettrica,nd,nd,204 CV/150 KW,nd,88 CV/65 KW,310,160,nd,"15,6 kWh/100 km",0 G/KM,1.750,420,60
BYD,Atto 3,Design,40.790,446,188,162,5,440/1338,6/150.000,elettrica,nd,nd,204 CV/150 KW,nd,88 CV/65 KW,310,160,nd,"15,6 kWh/100 km",0 G/KM,1.750,420,60
BYD,Dolphin,60.4 kWh Comfort,33.790,429,177,157,5,345/1310,6/150.000,elettrica,nd,nd,204 CV/150 KW,nd,88 CV/65 KW,310,160,nd,"15,9 kWh/100 km",0 G/KM,1.658,427,60
BYD,Dolphin,60.4 kWh Design,35.790,429,177,157,5,345/1310,6/150.000,elettrica,nd,nd,204 CV/150 KW,nd,88 CV/65 KW,310,160,nd,"15,9 kWh/100 km",0 G/KM,1.658,427,60
BYD,Han,Executive,70.940,500,191,150,5,410,6/150.000,elettrica,nd,nd,517 CV/380 KW,nd,75 CV/55 KW,700,180,nd,"18,5 kWh/100 km",0 G/KM,2.250,521,85
BYD,Seal,Design,43.600,480,188,146,5,ant. 53post. 400,6/150.000,elettrica,nd,nd,313 CV/230 KW,nd,95 CV/70 KW,360,180,nd,"16,6 kWh/100 km",0 G/KM,2.055,570,82
BYD,Seal,Excellence AWD,49.390,480,188,146,5,ant. 53post. 400,6/150.000,elettrica,nd,nd,530 CV/390 KW,nd,197 CV/145 KW,670,180,nd,"18,2 kWh/100 km",0 G/KM,2.185,520,82
BYD,Seal U,1.5 DM-i Boost,39.800,479,189,167,5,425-552/1440,6/150.000,plug-in benzina PHEV,1.498,4,218 CV/160 KW,98 CV/72 KW,nd,300,170,nd,nd,21 G/KM,1.940,80,nd
BYD,Seal U,1.5 T DM-i Design,47.800,479,189,167,5,425-552/1440,6/150.000,plug-in benzina PHEV,1.497,4,324 CV/238 KW,131 CV/96 KW,nd,550,180,nd,nd,26 G/KM,2.100,70,nd
BYD,Seal U,71.8 kWh Comfort,42.890,479,189,167,5,425-552/1440,6/150.000,elettrica,nd,nd,218 CV/160 KW,nd,88 CV/65 KW,310,175,nd,"19,9 kWh/100 km",0 G/KM,1.945-2.072,420,71
BYD,Seal U,87 kWh Design,45.890,479,189,167,5,425-552/1440,6/150.000,elettrica,nd,nd,218 CV/160 KW,nd,88 CV/65 KW,310,175,nd,"19,9 kWh/100 km",0 G/KM,1.945-2.072,420,71
BYD,Sealion 7,82.5 kWh Comfort,44.175,483,193,162,5,ant. 58post. 520/1789,6/150.000,elettrica,nd,nd,313 CV/230 KW,nd,95 CV/70 KW,380,215,nd,"19,9 kWh/100 km",0 G/KM,2.225,482,82
BYD,Sealion 7,91.3 kWh Excellence AWD,57.390,483,193,162,5,ant. 58post. 520/1789,6/150.000,elettrica,nd,nd,530 CV/390 KW,nd,197 CV/145 KW,690,215,nd,"21,9 kWh/100 km",0 G/KM,2.435,502,91
BYD,Tang,108 kWh Flagship,72.950,497,196,175,7,192/1655,6/150.000,elettrica,nd,nd,517 CV/380 KW,nd,nd,700,190,nd,24 kWh/100 km,0 G/KM,2.630,530,108
Birba,Birba,13.9 kWh Classic,12.900,298,149,164,2,-,5/100.000,elettrica,nd,nd,30 CV/22 KW,nd,19 CV/14 KW,nd,90,nd,"14,2 kWh/100 km",0 G/KM,523,182,13
Birba,Birba,13.9 kWh Ego,14.500,298,149,164,2,-,5/100.000,elettrica,nd,nd,30 CV/22 KW,nd,19 CV/14 KW,nd,90,nd,"14,2 kWh/100 km",0 G/KM,523,182,13
Birba,Birba,13.9 kWh Sport,13.500,298,149,164,2,-,5/100.000,elettrica,nd,nd,30 CV/22 KW,nd,19 CV/14 KW,nd,90,nd,"14,2 kWh/100 km",0 G/KM,523,182,13
Cirelli,Motor Company 1,1.5 Cross,23.800,461,182,174,7,550/1564,2/illimitati,ibrida benzina MHEV,1.498,4,110 CV/81 KW,nd,nd,155,nd,"7,2 l/100 Km",nd,181 G/KM,1.475,nd,nd
Cirelli,Motor Company 1,1.5 Cross Gpl,25.800,461,182,174,7,550/1564,2/illimitati,Gpl,1.498,4,110 CV/81 KW,nd,nd,155,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 1,1.5 Plus,18.800,461,182,174,7,550/1564,2/illimitati,ibrida benzina MHEV,1.498,4,110 CV/81 KW,nd,nd,155,nd,"7,2 l/100 Km",nd,181 G/KM,1.475,nd,nd
Cirelli,Motor Company 1,1.5 Plus Gpl,20.800,461,182,174,7,550/1564,2/illimitati,Gpl,1.498,4,110 CV/81 KW,nd,nd,155,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 1,1.5 Premium,19.800,461,182,174,7,550/1564,2/illimitati,ibrida benzina MHEV,1.498,4,110 CV/81 KW,nd,nd,155,nd,"7,2 l/100 Km",nd,181 G/KM,1.475,nd,nd
Cirelli,Motor Company 1,1.5 Premium Gpl,21.800,461,182,174,7,550/1564,2/illimitati,Gpl,1.498,4,110 CV/81 KW,nd,nd,155,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 2,1.5 Cross Gpl,24.800,439,185,165,5,340/650,2/illimitati,Gpl,1.498,4,106 CV/78 KW,nd,nd,142,nd,7 l/100 Km,nd,188 G/KM,1.590,nd,nd
Cirelli,Motor Company 2,1.5 Plus Gpl,22.800,439,185,165,5,340/650,2/illimitati,Gpl,1.498,4,106 CV/78 KW,nd,nd,142,nd,7 l/100 Km,nd,188 G/KM,1.590,nd,nd
Cirelli,Motor Company 2,1.5 Premium Gpl,23.800,439,185,165,5,340/650,2/illimitati,Gpl,1.498,4,106 CV/78 KW,nd,nd,142,nd,7 l/100 Km,nd,188 G/KM,1.590,nd,nd
Cirelli,Motor Company 2,BEV,33.800,439,185,165,5,340/650,2/illimitati,elettrica,nd,nd,0 CV/0 KW,nd,nd,0,nd,nd,0 kWh/100 km,0 G/KM,nd,nd,nd
Cirelli,Motor Company 2 Plus,1.5,20.800,438,185,165,5,385/n.d.,2/illimitati,benzina,1.498,4,106 CV/78 KW,nd,nd,142,nd,"7,2 l/100 Km",nd,171 G/KM,1.455,nd,nd
Cirelli,Motor Company 2 Plus,1.5 CVT,22.800,438,185,165,5,385/n.d.,2/illimitati,benzina,1.498,4,106 CV/78 KW,nd,nd,142,nd,"7,2 l/100 Km",nd,171 G/KM,1.455,nd,nd
Cirelli,Motor Company 2 Plus,1.5 Gpl,22.800,438,185,165,5,385/n.d.,2/illimitati,Gpl,1.498,4,106 CV/78 KW,nd,nd,142,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 2 Plus,1.5 Gpl CVT,24.800,438,185,165,5,385/n.d.,2/illimitati,Gpl,1.498,4,106 CV/78 KW,nd,nd,142,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 3,1.5,25.800,467,186,174,5,570/n.d.,2/illimitati,benzina,1.498,4,133 CV/98 KW,nd,nd,212,nd,"9,3 l/100 Km",nd,210 G/KM,1.570,nd,nd
Cirelli,Motor Company 3,1.5 Gpl,27.800,467,186,174,5,570/n.d.,2/illimitati,Gpl,1.498,4,133 CV/98 KW,nd,nd,212,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 3 Sport,1.5,28.800,467,185,174,5,570/n.d.,2/illimitati,benzina,1.498,4,133 CV/98 KW,nd,nd,212,nd,"9,3 l/100 Km",nd,210 G/KM,1.570,nd,nd
Cirelli,Motor Company 3 Sport,1.5 Gpl,30.800,467,185,174,5,570/n.d.,2/illimitati,Gpl,1.498,4,133 CV/98 KW,nd,nd,212,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 4,1.5 Cross CVT,33.800,472,187,171,7,400/2000,2/illimitati,benzina,1.498,4,177 CV/130 KW,nd,nd,285,nd,"8,6 l/100 Km",nd,197 G/KM,1.685,nd,nd
Cirelli,Motor Company 4,1.5 Cross Gpl CVT,35.800,472,187,171,7,400/2000,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 4,1.5 PHEV CVT,36.800,472,187,171,7,400/2000,2/illimitati,plug-in benzina PHEV,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 4,1.5 Premium CVT,30.800,472,187,171,7,400/2000,2/illimitati,benzina,1.498,4,177 CV/130 KW,nd,nd,285,nd,"8,6 l/100 Km",nd,197 G/KM,1.685,nd,nd
Cirelli,Motor Company 4,1.5 Premium Gpl CVT,32.800,472,187,171,7,400/2000,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 4 Plus,1.5,31.800,472,187,171,7,400/2000,2/illimitati,benzina,1.498,4,nd,nd,nd,nd,nd,nd,nd,nd,1.510,nd,nd
Cirelli,Motor Company 4 Plus,1.5 Gpl,33.800,472,187,171,7,400/2000,2/illimitati,Gpl,1.498,4,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
Cirelli,Motor Company 5,1.5 Plus,32.800,457,187,169,5,370/1420,2/illimitati,ibrida benzina MHEV,1.498,4,177 CV/130 KW,nd,nd,285,nd,"7,3 l/100 Km",nd,187 G/KM,1.550,nd,nd
Cirelli,Motor Company 5,1.5 Plus Gpl,34.800,457,187,169,5,370/1420,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 5,1.5 Premium,32.800,457,187,169,5,370/1420,2/illimitati,ibrida benzina MHEV,1.498,4,177 CV/130 KW,nd,nd,285,nd,"7,3 l/100 Km",nd,187 G/KM,1.550,nd,nd
Cirelli,Motor Company 5,1.5 Premium Gpl,34.800,457,187,169,5,370/1420,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 5,1.5 Sport,39.800,457,187,169,5,370/1420,2/illimitati,ibrida benzina MHEV,1.498,4,177 CV/130 KW,nd,nd,285,nd,"7,3 l/100 Km",nd,187 G/KM,1.550,nd,nd
Cirelli,Motor Company 5,1.5 Sport Gpl,41.800,457,187,169,5,370/1420,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 7,1.5 Cross,36.800,485,190,172,7,234/2032,2/illimitati,benzina,1.498,4,177 CV/130 KW,nd,nd,285,nd,"7,8 l/100 Km",nd,178 G/KM,1.790,nd,nd
Cirelli,Motor Company 7,1.5 Cross Gpl,38.800,485,190,172,7,234/2032,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 7,1.5 Plus,34.800,485,190,172,7,234/2032,2/illimitati,benzina,1.498,4,177 CV/130 KW,nd,nd,285,nd,"7,8 l/100 Km",nd,178 G/KM,1.790,nd,nd
Cirelli,Motor Company 7,1.5 Plus Gpl,36.800,485,190,172,7,234/2032,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 7,1.5 Premium,35.800,485,190,172,7,234/2032,2/illimitati,benzina,1.498,4,177 CV/130 KW,nd,nd,285,nd,"7,8 l/100 Km",nd,178 G/KM,1.790,nd,nd
Cirelli,Motor Company 7,1.5 Premium Gpl,37.800,485,190,172,7,234/2032,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,285,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company 8,1.5,34.800,530,185,181,5,-,2/illimitati,gasolio,2.300,4,163 CV/120 KW,nd,nd,nd,nd,"8,7 l/100 Km",nd,230 G/KM,1.900,nd,nd
Cirelli,Motor Company 8,1.5 auto,36.800,530,185,181,5,-,2/illimitati,gasolio,2.300,4,163 CV/120 KW,nd,nd,nd,nd,"8,7 l/100 Km",nd,230 G/KM,1.900,nd,nd
Cirelli,Motor Company 9,1.5,38.800,471,189,172,5,410/1550,2/illimitati,benzina,1.498,4,177 CV/130 KW,nd,nd,275,nd,"7,9 l/100 Km",nd,179 G/KM,1.665,nd,nd
Cirelli,Motor Company 9,1.5 Gpl,40.800,471,189,172,5,410/1550,2/illimitati,Gpl,1.498,4,177 CV/130 KW,nd,nd,275,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Cirelli,Motor Company Sport Coupè,1.5 Cross Gpl,34.800,469,187,165,5,379/796,2/illimitati,Gpl,1.498,4,137 CV/101 KW,nd,nd,220,nd,"9,9 l/100 Km",nd,224 G/KM,1.665,nd,nd
Cirelli,Motor Company Sport Coupè,1.5 Premium Gpl,32.800,469,187,165,5,379/796,2/illimitati,Gpl,1.498,4,137 CV/101 KW,nd,nd,220,nd,"9,9 l/100 Km",nd,224 G/KM,1.665,nd,nd
DFSK,E5,1.5 PHEV,36.888,476,187,171,7,375/2215,5/100.000,plug-in benzina PHEV,1.498,4,177 CV/130 KW,110 CV/81 KW,nd,300,165,"5,5 l/100 Km",nd,224 G/KM,nd,nd,nd
DFSK,Glory 500,1.5,17.988,439,185,165,5,318/n.d.,5/100.000,benzina,1.498,4,106 CV/78 KW,nd,nd,148,165,7 l/100 Km,nd,188 G/KM,1.515,nd,nd
DFSK,Glory 500,1.5 Gpl,19.788,439,185,165,5,318/n.d.,5/100.000,Gpl,1.498,4,106 CV/78 KW,nd,nd,148,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
DFSK,Glory 500,1.5 Gpl Luxury CVT,23.388,439,185,165,5,318/n.d.,5/100.000,Gpl,1.498,4,106 CV/78 KW,nd,nd,148,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
DFSK,Glory 500,1.5 Gpl Standard CVT,21.588,439,185,165,5,318/n.d.,5/100.000,Gpl,1.498,4,106 CV/78 KW,nd,nd,148,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
DFSK,Glory 500,1.5 Luxury CVT,21.588,439,185,165,5,318/n.d.,5/100.000,benzina,1.498,4,106 CV/78 KW,nd,nd,148,165,7 l/100 Km,nd,188 G/KM,1.515,nd,nd
DFSK,Glory 500,1.5 Standard CVT,19.788,439,185,165,5,318/n.d.,5/100.000,benzina,1.498,4,106 CV/78 KW,nd,nd,148,165,7 l/100 Km,nd,188 G/KM,1.515,nd,nd
DFSK,Glory 580,1.5 Turbo,26.988,472,185,172,7,375/2215,5/100.000,benzina,1.498,4,145 CV/107 KW,nd,nd,220,180,"7,4 l/100 Km",nd,222 G/KM,1.510,nd,nd
DFSK,Glory 580,1.5 Turbo Gpl,28.788,472,185,172,7,375/2215,5/100.000,Gpl,1.498,4,145 CV/107 KW,nd,nd,220,nd,"8,6 l/100 Km",nd,199 G/KM,nd,nd,nd
DFSK,Glory 600,1.5 Turbo,29.588,472,187,179,7,375/2215,5/100.000,benzina,1.499,4,184 CV/135 KW,nd,nd,300,180,"5,5 l/100 Km",nd,224 G/KM,1.515,nd,nd
DFSK,Glory 600,1.5 Turbo Gpl,31.388,472,187,179,7,375/2215,5/100.000,Gpl,1.499,4,184 CV/135 KW,nd,nd,300,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
DFSK,Glory F5,1.5 Turbo,29.988,469,187,165,5,375/796,5/100.000,benzina,1.498,4,145 CV/107 KW,nd,nd,220,180,"7,4 l/100 Km",nd,224 G/KM,1.555,nd,nd
DFSK,Glory F5,1.5 Turbo Gpl,31.788,469,187,165,5,375/796,5/100.000,Gpl,1.498,4,145 CV/107 KW,nd,nd,220,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Desner,A05,7.2 kWh,9.900,261,140,164,2,-,2/illimitati,elettrica,nd,nd,4 CV/3 KW,nd,nd,nd,45,nd,n.d. kWh/100 km,0 G/KM,nd,120,7
Desner,Jinpeng XY,4 kW City,12.000,285,140,154,4,-,nd,elettrica,nd,nd,nd,nd,nd,79,45,nd,nd,0,584,100,nd
Desner,Jinpeng XY,6 kW Long Range,15.500,285,140,154,4,-,nd,elettrica,nd,nd,nd,nd,nd,95,65,nd,nd,0,584,100,nd
Desner,Pocco P300,"9,25 kWh 120",16.990,295,149,152,2,-,nd,elettrica,nd,nd,39 CV/29 KW,nd,nd,100,90,nd,n.d. kWh/100 km,0 G/KM,nd,120,9
Desner,Wuling W300,Family,17.500,306,149,163,4,-,2/illimitati,elettrica,nd,nd,41 CV/30 KW,nd,nd,92,nd,nd,n.d. kWh/100 km,0 G/KM,nd,215,17
Desner,Y300,13.9 kWh Family,17.500,300,150,163,4,-,2/illimitati,elettrica,nd,nd,23 CV/17 KW,nd,nd,nd,90,nd,n.d. kWh/100 km,0 G/KM,700,170,13
EMC,212,2.0 Turbo 217 CV Adventurer,39.900,471,190,194,5,-,3/100.000,benzina,1.968,4,218 CV/160 KW,nd,nd,410,nd,"12,2 l/100 Km",nd,276 G/KM,2.225,nd,nd
EMC,212,2.0 Turbo 217 CV Officier,43.500,471,190,194,5,-,3/100.000,benzina,1.968,4,218 CV/160 KW,nd,nd,410,nd,"12,2 l/100 Km",nd,276 G/KM,2.225,nd,nd
EMC,Quattro,1.5,17.700,401,176,158,5,400/n.d.,5/100.000,benzina,1.498,4,103 CV/76 KW,nd,nd,140,nd,"7,2 l/100 Km",nd,167-173 G/KM,1.180-1.215,nd,nd
EMC,Quattro,1.5 CVT,19.200,401,176,158,5,400/n.d.,5/100.000,benzina,1.498,4,103 CV/76 KW,nd,nd,140,nd,"7,2 l/100 Km",nd,167-173 G/KM,1.180-1.215,nd,nd
EMC,Quattro,1.5 Gpl,19.600,401,176,158,5,400/n.d.,5/100.000,Gpl,1.498,4,103 CV/76 KW,nd,nd,140,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
EMC,Quattro,1.5 Gpl CVT,21.100,401,176,158,5,400/n.d.,5/100.000,Gpl,1.498,4,103 CV/76 KW,nd,nd,140,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
EMC,Sei,1.5,20.400,444,183,167,5,360/1100,5/100.000,benzina,1.499,4,113 CV/83 KW,nd,nd,140,nd,"7,3 l/100 Km",nd,162 G/KM,1.321,nd,nd
EMC,Sei,1.5 CVT,22.800,444,183,167,5,360/1100,5/100.000,benzina,1.499,4,147 CV/108 KW,nd,nd,214,nd,"7,9 l/100 Km",nd,175 G/KM,1.378,nd,nd
EMC,Sei,1.5 Gpl,22.400,444,183,167,5,360/1100,5/100.000,Gpl,1.499,4,113 CV/83 KW,nd,nd,140,nd,"9,3 l/100 Km",nd,143 G/KM,1.321,nd,nd
EMC,Sei,1.5 Gpl CVT,24.800,444,183,167,5,360/1100,5/100.000,Gpl,1.499,4,147 CV/108 KW,nd,nd,214,nd,"9,9 l/100 Km",nd,159 G/KM,1.378,nd,nd
EMC,Sette,1.5 T-GDI,24.800,454,185,173,5,359/1200,5/100.000,benzina,1.499,4,174 CV/128 KW,nd,nd,290,192,7 l/100 Km,nd,167 G/KM,1.499,nd,nd
EMC,Wave 2,1.5,17.700,401,176,158,5,400/n.d.,4/100.000,benzina,1.498,4,nd,nd,nd,140,nd,"7,2",nd,167-173,1.180-1.215,nd,nd
EMC,Wave 2,1.5 CVT,19.200,401,176,158,5,400/n.d.,4/100.000,benzina,1.498,4,nd,nd,nd,140,nd,"7,2",nd,167-173,1.180-1.215,nd,nd
EMC,Wave 2,1.5 Gpl,19.600,401,176,158,5,400/n.d.,4/100.000,Gpl,1.498,4,nd,nd,nd,140,nd,nd,nd,nd,nd,nd,nd
EMC,Wave 2,1.5 Gpl CVT,21.100,401,176,158,5,400/n.d.,4/100.000,Gpl,1.498,4,nd,nd,nd,140,nd,nd,nd,nd,nd,nd,nd
EMC,Wave 3,1.5 Bifuel,22.000,444,183,167,5,360,3/100.000,Gpl,1.499,4,nd,nd,nd,140,nd,"9,2",nd,143,1.321,nd,nd
EMC,Wave 3,1.5T Bifuel CVT,24.400,444,183,167,5,360,3/100.000,Gpl,1.499,4,nd,nd,nd,214,nd,"9,8",nd,159,1.378,nd,nd
EMC,Yudo,41.7 kWh,24.200,404,174,163,5,310/n.d.,3/100.000,elettrica,nd,nd,95 CV/70 KW,nd,nd,165,130,nd,"14,8 kWh/100 km",0 G/KM,1.300,325,41
Evo,3,1.5,16.400,414,175,157,5,420/790,2/illimitati,benzina,1.499,4,113 CV/83 KW,nd,nd,140,170,"6,7 l/100 Km",nd,152 G/KM,1.155,nd,nd
Evo,3,1.5 Bifuel Gpl,18.400,414,175,157,5,420/790,2/illimitati,Gpl,1.499,4,107 CV/79 KW,nd,nd,138,170,"8,4 l/100 Km",nd,135 G/KM,nd,nd,nd
Evo,4,1.6,17.900,433,177,164,5,600/1200,2/illimitati,benzina,1.590,4,114 CV/84 KW,nd,nd,155,175,"7,7 l/100 Km",nd,172 G/KM,1.200,nd,nd
Evo,4,1.6 Bifuel Gpl,19.900,433,177,164,5,600/1200,2/illimitati,Gpl,1.590,4,106 CV/78 KW,nd,nd,155,175,"9,3 l/100 Km",nd,152 G/KM,nd,nd,nd
Evo,5,1.5,17.900,433,182,164,5,375/1000,2/illimitati,benzina,1.499,4,126 CV/93 KW,nd,nd,225,185,"7,5 l/100 Km",nd,168 G/KM,1.250,nd,nd
Evo,5,1.5 Bifuel GPL,19.900,433,182,164,5,375/1000,2/illimitati,Gpl,1.499,4,120 CV/88 KW,nd,nd,211,185,"9,2 l/100 Km",nd,162 G/KM,nd,nd,nd
Evo,6,1.5,29.900,457,186,169,5,480/1480,2/illimitati,benzina,1.482,4,177 CV/130 KW,nd,nd,260,nd,"7,7 l/100 Km",nd,175 G/KM,1.496,nd,nd
Evo,6,1.5 Gpl,31.900,457,186,169,5,480/1480,2/illimitati,Gpl,1.482,4,167 CV/123 KW,nd,nd,245,nd,"10,3 l/100 Km",nd,166 G/KM,1.496,nd,nd
Evo,7,1.5 Turbo,31.900,480,187,176,7/6,230/1900,2/illimitati,benzina,1.499,4,174 CV/128 KW,nd,nd,288,160,"7,4 l/100 Km",nd,171 G/KM,1.530,nd,nd
Evo,7,1.5 Turbo 7 posti,31.900,480,187,176,7/6,230/1900,2/illimitati,benzina,1.499,4,174 CV/128 KW,nd,nd,288,160,"7,4 l/100 Km",nd,171 G/KM,1.530,nd,nd
Evo,7,1.5 Turbo Bifuel Gpl,33.900,480,187,176,7/6,230/1900,2/illimitati,Gpl,1.499,4,174 CV/128 KW,nd,nd,288,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Evo,7,1.5 Turbo Bifuel Gpl 7 posti,33.900,480,187,176,7/6,230/1900,2/illimitati,Gpl,1.499,4,174 CV/128 KW,nd,nd,288,nd,n.d. l/100 Km,nd,n.d. G/KM,nd,nd,nd
Evo,Cross 4,2.0 Turbo Diesel,29.900,532,183,182,5,-,2/illimitati,gasolio,1.999,4,136 CV/100 KW,nd,nd,320,150,11 l/100 Km,nd,288 G/KM,1.965,nd,nd
Forthing,Friday,1.5,32.900,460,186,168,5,480/1480,5/150.000,benzina,1.481,4,177 CV/130 KW,nd,nd,285,180,"7,1 l/100 Km",nd,166 G/KM,1.550,nd,nd
Forthing,Friday,1.5 Gpl,34.500,460,186,168,5,480/1480,5/150.000,Gpl,1.481,4,177 CV/130 KW,nd,nd,285,180,"7,1 l/100 Km",nd,166 G/KM,1.550,nd,nd
Forthing,Friday,1.5 HEV,37.900,460,186,168,5,480/1480,5/150.000,ibrida benzina HEV,1.493,4,241 CV/177 KW,170 CV/125 KW,nd,285,180,n.d. l/100 Km,nd,n.d. G/KM,1.700,nd,nd
Forthing,Friday,85.9 kWh,43.500,460,186,168,5,480/1480,5/150.000,elettrica,nd,nd,204 CV/150 KW,nd,nd,340,nd,nd,n.d. kWh/100 km,0 G/KM,1.825,510,85
Forthing,T5,1.5 Evo,32.900,457,186,169,5,480/1480,5/150.000,benzina,1.481,4,nd,nd,nd,285,180,"7,1",nd,166,1.550,nd,nd
Forthing,T5,1.5 Evo Gpl,34.500,457,186,169,5,480/1480,5/150.000,Gpl,1.481,4,nd,nd,nd,285,180,nd,nd,nd,1.550,nd,nd
Forthing,T5,1.5 HEV,37.900,457,186,169,5,480/1480,5/150.000,ibrida benzina HEV,1.493,4,nd,nd,nd,nd,180,"6,1",nd,142,1.700,nd,nd
Forthing,U-tour,1.5,33.900,485,190,172,5/7,234/2032,5/150.000,benzina,1.481,4,177 CV/130 KW,nd,nd,285,180,"7,5 l/100 Km",nd,173 G/KM,1.715,nd,nd
Forthing,U-tour,1.5 7 posti,34.900,485,190,172,5/7,234/2032,5/150.000,benzina,1.481,4,177 CV/130 KW,nd,nd,285,180,"7,5 l/100 Km",nd,173 G/KM,1.715,nd,nd
Forthing,U-tour,1.5 Gpl,35.500,485,190,172,5/7,234/2032,5/150.000,Gpl,1.481,4,177 CV/130 KW,nd,nd,285,180,n.d. l/100 Km,nd,n.d. G/KM,1.715,nd,nd
Forthing,U-tour,1.5 Gpl 7 posti,36.500,485,190,172,5/7,234/2032,5/150.000,Gpl,1.481,4,177 CV/130 KW,nd,nd,285,180,n.d. l/100 Km,nd,n.d. G/KM,1.715,nd,nd
Foton,Tunland G7,2.0 TDI 6MT,31.000,534,194,187,5,-,3/100.000,gasolio,1.968,4,162 CV/119 KW,nd,nd,388,nd,"8,5 l/100 Km",nd,235-264 G/KM,2.005-2.025,nd,nd
Foton,Tunland G7,2.0 TDI 8AT,33.000,534,194,187,5,-,3/100.000,gasolio,1.968,4,162 CV/119 KW,nd,nd,388,nd,"8,5 l/100 Km",nd,235-264 G/KM,2.005-2.025,nd,nd
Foton,Tunland V9,2.0 TDI Flagship,47.250,562,209,196,5,-,3/100.000,ibrida gasolio MHEV,1.968,4,159 CV/117 KW,nd,nd,400,nd,"10,5 l/100 Km",nd,276 G/KM,2.285-2.335,nd,nd
